0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,node_id,label
-0.08119623,-0.12390046,0.19250186,-0.041031662,0.21461499,-0.5227205,-0.16242221,0.012774516999999999,-0.34066093,-0.6476731,0.08515188,-0.37605983,-0.6559165,0.5331511999999999,0.14333479999999998,-0.31830373,0.028398857000000003,-0.27734512,0.27029842,0.65521497,-0.7057471,-0.46534353,-0.29107144,0.46165058,-0.3275854,0.22888061,0.62083846,0.27476847,-0.0871342,0.31369668,0.5977533,0.17610843,-0.63308066,-0.012031205,-0.11271839,0.0022222789999999997,-0.55390334,0.2008509,0.18081658,-0.38626084,0.11849239,0.40413340000000003,0.48801336,0.37612742,-0.14193626,-0.45981819999999995,0.28946385,-0.2532551,-0.094884135,-0.055684313,0.10875858,-0.33638343,0.39321297,-0.27220273,0.1430156,0.54840684,0.15644372,0.81576633,0.07356874,0.06953532,0.030048965,0.0330009,0.17115614,0.41124874,0.10449297,0.2801922,-0.24737105,-0.2734847,0.16701506,-0.14595446,0.4512561,-0.09868615,-0.19054651,0.44831827,-0.008978886,-0.026224513999999997,-0.0845713,0.65409005,0.21470782,0.04006836,0.6582241,0.40637168,0.12104291,0.053756192,0.17605986,0.23456645,-0.020817269,-0.37825465,0.45407674,-0.18488756,-0.41617447,-0.032679874,-0.20162623,0.4775670999999999,-0.22378385,-0.36562225,-0.13132712,-0.15267147,0.49078593,0.69374174,-0.43637025,-0.20833471,-0.66037625,-0.41152897,-0.65485734,0.06703590599999999,-0.070723824,0.20181033,0.23454529,-0.20764717,0.10483619599999999,-0.088182546,0.0075804209999999995,-0.12401398,0.33039176,-0.46291888,-0.039314247999999996,0.002272524,-0.26742458,0.17797343,-0.5963937,0.19020435,0.40858462,0.004079582,0.21672268,-0.43191066,0.29645938,-0.025736937,0,8
0.15091516,-0.36774516,0.07040273400000001,-0.34651455,0.08127277,-0.2693989,0.4402643,-0.64953893,-0.17965247,-0.69726676,-0.06905779,-0.13037811,-0.18442646,0.095112585,0.1271968,0.07392304,0.20267807,-0.12520504,0.08857225,-0.20369695,-0.01522076,-0.36666024,-0.36750700000000003,0.67654663,-0.2980961,-0.33418408,0.23894003,0.5352885000000001,-0.6309251,0.37755573,0.32527983,0.60368276,-0.38375294,0.22253351,-0.019222356,0.51917255,-0.10142667,-0.10823104,0.7018578000000001,0.30229908,-0.04633859,-0.123326644,-0.17913696,0.2645583,0.21725991,-0.5310189999999999,0.39174899999999996,-0.53008765,-0.20673257,-0.39408964,0.60843045,-0.54579294,0.12538132,-0.4468649,0.2118654,-0.09317332,0.6792005999999999,-0.013852784,0.13055931,-0.12938456,-0.1664779,0.44315434,0.27788335,-0.036376357000000005,0.36849138,-0.15199366,-0.28223398,-0.044072248,0.6789893,0.13599524,0.58951044,0.05395885,-0.032154255,0.42024340000000004,-0.59428275,-0.27366748,-0.009025953,0.34282523,-0.059403606,-0.51275367,0.31301615,0.47257444,0.07551429400000001,-0.073552385,0.47754323,0.15521435,0.85882336,0.07834694,0.13162996,0.28272086,-0.8104501999999999,-0.4258129,0.17721198,-0.05131131,-0.7535698000000001,-0.43328196,-0.36811942,0.4553845,0.3165263,-0.16118227,-0.09091735,0.025298697999999998,-0.33688414,-0.5574686,-0.15465593,-0.37278327,-0.43286815,0.017688746,0.13639788,-0.11885401,-0.20149429,0.096178725,-0.026633259,-0.3431491,0.08516794400000001,-0.1853255,-0.029032122,0.04427751,-0.63597393,0.33167088,-0.30667594,-0.60751146,0.3905861,-0.8255379999999999,-0.052324258,-0.7272539000000001,-0.023770198,0.1967072,1,8
0.22473094,-0.19428456,0.17270042,0.024755107000000002,-0.057426646,-0.18607317,-0.07223468,-0.39998406,-0.19488083,-0.41095940000000003,0.026019046,-0.46606007,-0.45014499999999996,-0.06768535,-0.15523094,0.1652128,0.6523912,-0.40386257,0.23361936,0.40306577,-0.16244416,-0.17333679,0.20684211,-0.16229412,-0.026903655,-0.03812157,0.37149570000000004,-0.35210547,-0.18167481,0.42317528,-0.043354113,0.045462582,-0.10901297,-0.067538515,-0.052171595,0.09444644,0.23193668,0.3517675,-0.056760013,-0.04780164,0.23681118,0.12926115,0.27647266,0.30177945,0.46334323,-0.3887365,0.39176637,-0.29690555,-0.22607163,-0.27323836,0.11124665,-0.09857969,0.6660585,-0.18199809,0.011557951,-0.21883932,0.38842618,0.5815753,0.27128756,0.17174389999999998,-0.31177488,0.023559862999999997,0.4022338,0.17447074,0.48887879999999995,0.3622132,-0.07473750400000001,0.317242,0.044822704000000005,0.1919553,0.6111539,0.021193737,-0.18895349,0.36593458,-0.6499781,0.059716374,-0.32651290000000005,0.5432166,0.09822660000000001,-0.34418795,0.03818385,0.017191028,-0.23785946,0.19783081,0.31857842,0.35014436,0.22687401,-0.7470398,0.08909943,-0.046086956,-0.19187067,-0.5017259,-0.053805757,0.28613862,-0.031883165,0.15410145,-0.38809267,0.5491005999999999,0.26488423,-0.14095719,0.16063786,-0.2834893,0.12327476,0.06693931,-0.025250979,0.051451175999999994,-0.069299996,0.15574473,0.9995028,-0.49080428,-0.38957518,0.26435134,-0.14884232,-0.051569007,0.13975075,-0.18311363,0.100614496,0.017565518999999998,0.14097221,0.056856927,-0.41152775,0.07964578,0.24508506,-0.6230523,-0.31226912,-0.44973993,0.022501389,-0.12566261,2,8
0.06586687,-0.19922058,0.23104516,-0.2037547,0.076619826,-0.16829357,0.48694855,-0.46232778,-0.26589996,-0.8022519,-0.22521548,-0.5294936,-0.22790962,0.26509437,0.3403308,0.12029109,0.11227946,-0.46428752,-0.20431286,-0.12493143,0.052157823,-0.31623334,-0.3171698,0.331163,-0.012214164,-0.3964179,0.34347856,0.6660745,-0.24934448,0.5842773,0.39549786,0.16529067,-0.25630292,0.35106528,-0.06045212,0.5420376,0.17237867,-0.2402516,0.63723636,0.52704793,-0.28101090000000006,-0.137798,-0.11521629,0.28803417,0.48763403,-0.28822723,0.43568558,-0.50669533,-0.18819967,-0.54842705,0.7532955,-0.42415282,0.1087308,-0.39536437,0.37384509999999993,-0.13344033,0.60622805,-0.033401917999999996,0.44307584,-0.102658026,-0.41753029999999997,0.06805855,0.14424391,-0.13250525,0.13175175,-0.14917538,-0.42199332,-0.041165646,0.60683644,0.07751405,0.23432374,0.054388615999999994,0.51466995,0.47294632,-0.58615667,-0.060761143,0.062588066,-0.09751149,0.07571277,-0.7818096,0.18072943,0.55225706,0.05239212,0.08458801,0.9818785,0.4141419,0.76004523,-0.017643962,-0.00737512,0.13992783,-0.61456555,-0.17462713,0.26155663,-0.12013703,-0.41715340000000006,-0.23782282,-0.49935338,0.33438703,0.27685252,-0.31033674,-0.09107407,0.014780028999999998,-0.29732463,-0.40063006,-0.042838762999999995,-0.26879027,-0.8547134,0.044607325999999996,0.12567572,-0.31057453,-0.18997166,0.055352584,-0.32453805,-0.38107532,0.05466499,-0.07833908,-0.22429371,0.058587085,-0.35655558,0.24725002,-0.52863586,-0.8012648,0.29667306,-1.109393,0.011205143999999998,-0.36165202,-0.040908583,0.118585855,3,8
0.25293115,-0.48529512,0.13865867,-0.21169291,0.021199817000000003,-0.17992568,0.5764871,-0.2619267,-0.26198074,-0.80880594,0.05977078,-0.30803898,-0.26399842,0.08445564,0.21581914,0.028670246,0.107962735,-0.3671741,-0.02919916,-0.21417257,0.041934453,-0.15815009,-0.37740619999999997,0.37824070000000004,0.024695404,-0.3154692,0.31477842,0.6256164000000001,-0.28528404,0.4328608,-0.04447494,0.29152986,-0.30528779999999994,0.5776266999999999,-0.047016393,0.6508244000000001,0.14526898,-0.05070829,0.48317966,0.5979471,-0.20951226,-0.24520919,-0.06564883,-0.05163007,0.49261025,-0.17848986,0.38632134,-0.97975045,-0.1892789,-0.31203148,0.29338816,-0.48257068,0.07513712,-0.10162479,0.13895488,0.09369395,0.5338748000000001,-0.028823333,0.31067002,0.099763006,-0.10212269,0.19315639999999998,0.15068279,0.04599549,0.040345136000000004,-0.20961125,-0.34678808,-0.07799919,0.23447144,0.1313461,0.56037337,0.2396866,0.6102229,0.5277185000000001,-0.60744894,-0.27333709999999994,-0.38005015,-0.26554528,-0.006967123,-0.6344621,-0.12640463,0.35649174,-0.004052679,-0.011398483999999999,0.5880456000000001,0.33563638,0.66323555,-0.057674024000000004,0.20880227,-0.02013406,-0.17303996,-0.0817517,0.13667817,-0.006521038000000001,-0.37982863,-0.5565383,-0.33482146,0.24705131,0.121583335,-0.28051442,0.028179662,0.07376023,-0.27084532,-0.43394673,-0.23095697,-0.13656442,-0.6834114,0.07350471,0.11472242,-0.15946743,-0.16851327,-0.07936149,-0.27583325,-0.2949288,0.06715613599999999,-0.00068666,0.083146915,-0.087663434,-0.7936193,0.32852909999999996,-0.4945335,-0.7685893,0.12826073,-1.0312154,0.23988459,-0.5682048000000001,-0.11067054400000001,0.11623827,4,8
0.10514475,-0.303313,0.09902309,-0.24923956,0.027534958,-0.18773049,0.6454270000000001,-0.42400625,-0.35243967,-0.7277956999999999,-0.13474801,-0.33603483,-0.5399941999999999,0.3639055,0.2387638,-0.013200116999999999,0.18893155,-0.5736189,-0.12745108,-0.038539242,0.054258734,-0.23005499,-0.26972476,0.3788134,-0.061414097,-0.32912228,0.57882273,0.5762149000000001,-0.35285366,0.53209126,0.29269776,0.26688959999999995,-0.383463,0.10332368,-0.11343106,0.57489574,0.20797046,0.05871025,0.43730634,0.44683486,-0.4062447,-0.10503887,-0.07503728,0.14503308,0.50659764,-0.18769418,0.40334904,-0.4618456,-0.17502376,-0.47854307,0.56721663,-0.35398957,0.19556393,-0.33707255,0.09028018,-0.081865616,0.5982824000000001,-0.15375347,0.24062106,0.09290396,-0.47105598,0.32090009999999997,0.303394,-0.18954983,0.062119678,-0.12388328,-0.27240995,0.0213135,0.4683463,0.05061965400000001,0.3346716,0.22350024,0.37465474,0.43786329999999996,-0.6583889,-0.26398984,-0.046034668,-0.07737996,0.027605723999999998,-0.5484642,0.05871876,0.5741114,0.08685565,0.08417445,0.56275773,0.27915627,0.61541224,0.060791912999999996,0.086249076,0.12319571,-0.4965611,-0.37721646,0.25162175,-0.08440217400000001,-0.54532886,-0.39733085,-0.48653509999999994,0.44918559999999996,0.17518150000000002,-0.31005874,-0.008359376,0.12994197,-0.24092355,-0.53681636,0.020738693,-0.31066108,-0.74939644,-0.006234297,0.10208402,-0.24046402,-0.28195092,0.23425081,-0.18586332,-0.33382449999999997,0.13089438,-0.17948139,-0.049337442999999995,-0.08653202,-0.5264653,0.25343248,-0.32314074,-0.7858121,0.27611896,-1.0147915,0.006133991,-0.6081572,-0.11581268,0.05279489,5,8
0.41624385,-0.20333394,-0.38318372,-0.31723738,-0.020454708000000002,-0.4846406,-0.066662945,-0.42491052,-0.5758714,-0.12701869999999998,-0.22266906,-0.6048336,-0.20804642,0.25301376,0.08285641,-0.20475541,0.26923946,-0.22038434,0.012755361000000002,0.14084789,-0.21636635,-0.5375585,-0.37312895,0.22605863,-0.21988893,-0.60832554,0.75271803,-0.15518887,-0.17445536,0.5487254,0.18165414,0.52752733,-0.28088573,-0.05705679,-0.15569362,-0.10172143,0.25733268,0.660435,0.037885148,0.6116424,-0.076251514,-0.028044712000000003,0.80275893,0.51406705,1.045488,0.0018871620000000002,0.5206887,-0.06079582,-0.046368577,-0.37862018,-0.053353418,-0.8219226000000001,0.6134129,-0.1605164,0.046743836,-0.14373823,0.26507357,0.81217414,0.032516524,0.06722999,-0.3756011,0.32490549999999996,0.25391325,0.21801536,0.38245657,-0.13187568,-0.22954598,-0.08262492,-0.0071438759999999995,0.049092267,0.051800165,-0.2532545,-0.23288831,0.74055296,-0.66292375,0.05951506,-0.36845520000000004,0.20623916,0.27872425,-0.78283626,0.22673486,0.17181608,-0.14796308,-0.27009597,0.88184106,0.3072998,0.20649242,-0.26351136,0.8792652,0.015123626000000001,-0.42013776,-0.5184401,0.23254448,0.84862643,-0.93864226,-0.7427075,-0.2782307,0.54432064,-0.006421807,-0.18320023,-0.36880207,0.029824719,-0.05436226,-0.5946340999999999,0.34526944,0.016118698,-0.6424911999999999,-0.18848918,0.4339772,-0.34781078,0.072415836,0.13392064,-0.32114384,-0.17136848,0.11887747,-0.22617468,-0.40262553,-0.30574337,-0.21418877,0.19876875,-0.6367529000000001,0.004165853,0.51439565,-0.7480631999999999,0.09949429,-0.93114763,0.24205133,0.49104762,6,8
0.5042101999999999,-0.5651225999999999,-0.1442756,-0.09006499999999999,0.08792752,-0.36710545,0.6257203,-0.14277078,-0.87467456,-0.520667,0.067211464,-0.40663305,-0.44620368,0.1213433,0.13207333,-0.051796757,0.22964986,-0.36657897,-0.033646833,0.16441589999999998,-0.11567267,-0.36962968,-0.13157628,0.17739527,-0.06103343,-0.64995265,0.49275267,-0.17128518,-0.10788469,0.88529897,0.047584772000000004,0.044397708,-0.20255715,-0.23191105,-0.13161263,-0.06842821,0.2137232,0.039266665,0.083888255,0.12736889999999998,0.4282723,0.17151496,0.79373807,0.98409295,0.43429852,-0.1236444,0.57110953,0.02874817,-0.33673558,-0.72787756,0.21711074,-0.6598893,0.20211345,-0.5246316999999999,0.4139621,-0.22413805,0.35389462,0.76073027,0.21004745,0.25500804,-0.40908495,0.21311487,0.49968186,0.3959683,0.33905235,-0.029759506,-0.25598735,0.017218687,-0.071966924,-0.014133446000000001,0.31994733,-0.016398529,-0.08368957,0.5576885,-0.68319196,0.19322702,-0.22126791,0.088225015,0.35830072,-0.5939664000000001,0.29501109999999997,-0.037691977,-0.45957529999999996,0.08877718,0.70566875,0.2812646,0.26059636,-0.41538405,0.056374557,0.019673133,-0.18378039999999998,-0.31072703,0.20733838,0.32031277,-0.5226885,-0.31359473,-0.092129774,0.6404456999999999,-0.019843744,-0.23341784,0.002564394,0.09936853,-0.08205325,-0.16827169,0.14721078,0.11237051,-0.5239175,-0.0640338,0.19742349,-0.6115803000000001,-0.16184476,0.36237192,-0.45279205,-0.20469745,0.07693506,-0.002585384,-0.26761097,-0.17871714,-0.19205847,0.2423795,-0.75827897,0.3079,0.20053162,-0.767153,-0.012346311,-1.0323894,0.30268255,0.3723985,7,8
0.25296283,-0.22012639,-0.39476478,-0.22315642,0.039186846000000004,-0.7277601,0.24753429,-0.39932728,-0.69466835,-0.23719072,-0.08672845,-0.514948,-0.06340513,0.35425413,-0.14249817,0.24661098,0.29138258,-0.35800827,-0.07461044,0.29218137,-0.48451576,-0.2666655,-0.048597902000000005,0.23870552,-0.33238924,-0.4077315,0.4664856,-0.018627748,-0.04204308599999999,0.8610266,0.39751208,0.24586393,0.09018402,0.01561995,-0.1970502,0.063011184,0.35068968,0.55384195,0.12724271,0.45664787,-0.113036916,-0.032244623,0.9411681999999999,0.7174925999999999,0.9597405999999999,0.23265147,0.5703338000000001,-0.027023977,-0.20575976,-0.056544613,-0.07410733,-0.43207985,0.154281,-0.03148718,0.58718234,-0.118163995,0.42827585,0.79224813,0.22405623,0.024456836000000003,-0.39596525,0.33036843,0.40705929999999996,0.013280587,0.789999,-0.21204874,-0.011591919,-0.11435833,-0.020281918,-0.06557271,0.27438125,-0.20051625,-0.43686593,0.71717906,-0.6361896,0.27053565,-0.39909464,-0.11473659,0.4039441,-0.80616903,0.31535637,-0.12113502,-0.21518987,-0.10694668,0.6625300000000001,0.3085166,0.32648706,-0.65503037,0.6227844,-0.01924013,-0.16994359,-0.45498508,0.17647398,0.5753678000000001,-0.6026922,-0.53739667,-0.21456793,0.69943357,0.13465770000000002,-0.21363352,-0.22538462,-0.015335798000000001,0.038432255,-0.4659867999999999,0.3600727,0.12215873599999999,-0.6811552,-0.061292846,0.013821689,-0.49223900000000004,-0.018659448000000002,0.22612023,-0.24441169,-0.09917936,0.118279636,-0.011541665,-0.33288988,-0.04190136,-0.1636629,0.33176872,-0.59707695,0.27137563,0.34260854,-0.5451635,-0.13598393,-0.70765984,0.28819853,0.26553509999999997,8,8
0.283923,-0.33233008,-0.6648666999999999,-0.23529893,-0.14810343,-0.43732375,0.34931436,-0.29672787,-0.9943835999999999,-0.43333137,-0.09604433,-0.38596883,0.1345644,0.29509250000000004,-0.10079177,-0.16280518,0.25089037,-0.32793325,0.07639401,0.37006059999999996,-0.9270345,-0.43294920000000003,0.11001603,-0.104825415,-0.15110926,-0.47978497,0.64451474,-0.25219947,-0.11211721599999999,0.6459433000000001,0.30833524,0.43809998,-0.0763905,-0.026569027000000002,-0.16847198,-0.069487855,0.052371304,0.5081583,0.15000813,0.47502345,0.25024074,0.17322943,0.76182675,0.7544850000000001,0.81548274,0.049816835999999996,0.42087674,-0.1201242,-0.10315427,-0.585068,0.04534786,-0.5236439,0.45606294,-0.5070196,0.28636697,-0.23231043,0.40052605,0.6918656999999999,0.26922506,0.32466915,-0.56650263,0.22407797,0.32343873,0.044694147999999996,0.3814498,-0.006623820999999999,-0.2834152,-0.008506394,-0.10295845599999999,0.043533884,0.18797912,-0.10746921,-0.38423008,0.63000673,-0.43375796,0.20931503,-0.19933397,-0.110368334,0.5876036,-0.53358597,0.13911071,-0.22606584,-0.24621248,-0.0936061,0.4915434,0.46723425,0.15316568,-0.43332958,0.793553,-0.16678558,-0.24938029,-0.40995365,0.094588235,0.56922096,-0.63138664,-0.38573712,-0.24007422,0.57779425,0.04488629,-0.00213726,-0.12766413,-0.086179465,-0.02933781,-0.41856059999999995,0.1504374,0.100601,-0.64793473,-0.15041782,0.16014026,-0.49136585,-0.18115357,0.39630845,-0.30619448,-0.10139668,0.11906827,-0.123626485,-0.2172854,-0.019943476,-0.23226875,0.09226182,-0.50547314,0.33525366,0.38290074,-0.58906436,-0.23701724,-0.62356377,0.43961084,0.65354586,9,8
