node_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
1397,0.3620224,0.4539845,-0.030319586,0.694703,0.1583453,0.43953964,-0.41574264,0.043479234,0.38375473,-0.2088754,0.14991571,0.32482246,0.5285318,0.027835174,0.40543124,-0.65702593,0.286573,0.017681574,0.4189806,0.10802921,-0.05189447,-0.19952917,0.38614717,0.5289872,-0.41547012,-0.35185862,0.0728845,-0.18361774,0.43699205,-0.31245315,0.18264543,0.0926351,0.07224325,-0.081100106,0.39427248,-0.052579314,-0.47905454,0.6255437,0.18644537,0.19595075,-0.33680502,0.049005464,0.32014054,0.32780334,0.72365093,-0.3569867,0.02943387,0.1413162,0.35337958,0.0022656035,0.05842001,-0.4682984,0.36181363,0.25217047,-0.3336708,-0.29513133,-0.10939423,-0.0021831475,-0.14372252,-0.27727136,-0.15260383,-0.25313833,0.16062525,-0.5723251,-0.41662794,-0.15259907,0.5780474,-0.2962092,-0.35240644,0.4315756,-0.06957369,0.01581446,0.46832556,-0.18659183,0.08394491,0.070512295,0.042631645,0.2901687,-0.8056213,-0.5011883,0.036251634,-0.06224953,-0.30682263,0.57440144,0.034772612,0.58524746,-0.9384294,-0.19146748,0.32483834,0.46072704,0.15334693,0.11445568,0.22214326,-0.046711337,0.7659248,-0.037025806,0.28961828,0.21487573,0.0010073415,0.12097705,-0.19474544,-0.4352468,-0.43040213,-0.38164252,-0.26607063,-0.5968149,0.2193088,0.36935288,0.032543126,0.14453489,-0.8492532,0.30642825,-0.30423585,0.11311687,-0.59838825,-0.31555787,-0.009603314,-0.7129412,-0.40487355,-0.39713436,0.5374499,0.031673208,0.30396736,-0.14990938,-0.1081012,-0.16744983,0.3438412,0.24945354
1470,0.2686963,-0.0010711595,-0.14300647,0.81572497,-0.058708407,0.015982825,0.022893965,0.23181275,0.3166919,-0.17854498,0.14144151,0.016324667,0.27274984,0.27965012,0.40868625,-0.5836739,0.31723484,0.19310372,0.54770356,0.071911156,-0.09969962,0.19726533,0.45215482,0.43984193,-0.31190115,-0.10798016,-0.05940674,-0.49085602,0.26009756,-0.39422458,-0.24689597,-0.24112639,0.014100459,-0.38868064,0.36169893,-0.34262484,-0.992969,0.24035062,0.1272862,0.29549557,-0.3163868,0.18065622,0.3078639,0.27434877,0.7768646,-0.58981335,0.036205966,0.118130736,0.38738236,0.1072074,-0.2171445,0.05649901,0.21366556,0.47642812,-0.3760339,-0.35695207,0.01105924,0.17799181,-0.09751762,-0.49413007,-0.24930666,-0.32718518,0.016603814,-0.33412638,-0.38463697,-0.28803307,0.30164573,-0.10020715,-0.26053447,0.6700912,0.23327953,0.4709437,0.55110836,-0.21301462,0.30647,0.13595088,-0.32850006,0.08402645,-1.1311078,-0.95640147,0.15600295,-0.57753783,-0.37073898,0.12046131,-0.057153124,0.7594679,-0.90920323,-0.19804968,-0.0032946633,0.16634715,0.45738617,-0.09529167,0.21186757,0.6248725,0.33716708,-0.009512281,0.6203735,0.12037511,-0.17925434,0.42462885,-0.3197749,-0.25400403,-0.7878022,-0.27835083,-0.052158076,-0.40774,0.22224683,0.24209449,-0.036137313,0.001501085,-0.90186465,0.296497,-0.27744943,0.2965521,-0.5701979,-0.21974558,-0.0037058115,-0.4029703,-0.18219222,-0.16363928,0.1176334,0.02537328,0.25946653,0.06816931,0.0846264,-0.4349269,0.11646614,0.45707777
362,0.116183445,0.122992866,0.086201146,0.44983003,0.037784822,0.53158164,-0.24930337,0.16277303,-0.012716623,0.00074972917,0.24995704,0.29049438,0.3759707,-0.015515323,0.4885155,-0.6364549,0.24997967,0.23190273,0.25762707,-0.0065205237,0.059554763,0.2682736,0.04804601,0.07395648,-0.32828417,-0.27389663,-0.08135562,-0.19562684,0.529514,-0.07577291,-0.22119106,-0.321003,0.18442838,-0.211091,0.47082826,-0.04641699,-0.4357454,0.5021088,-0.08046215,0.13178617,-0.39979735,-0.0792695,0.16381615,-0.013706937,0.56411946,-0.22025444,0.23775885,0.36538213,0.28420264,0.11009916,0.06746461,-0.15638152,0.39814046,0.31906265,-0.10560264,-0.3545468,-0.2477816,0.33428916,-0.1196242,-0.22827686,-0.23773563,-0.33937302,0.04945708,-0.09698052,-0.42912018,-0.14802256,0.46540508,-0.17163613,-0.44589812,0.17976181,-0.181162,0.23799476,0.31397787,-0.29299805,0.09595961,0.49787682,0.075068116,0.4918492,-0.6350511,-0.587483,0.16453564,-0.6778172,-0.12035702,0.5888004,0.0055886204,0.44443402,-1.2124698,0.085744254,0.30619258,0.37052912,-0.04668815,-0.035718463,0.58921885,-0.15219855,0.8119607,-0.16268647,0.25611997,0.5095214,-0.006982322,0.070966266,-0.3382756,-0.64222246,-0.6044955,-0.38403428,-0.5765722,-0.27540833,0.2924019,0.075454205,-0.015125339,0.090998486,-0.45745173,0.48508132,-0.10229159,0.11486435,-0.39004013,-0.2816027,0.19685693,-0.54228973,-0.22011782,-0.1268769,-0.07574401,-0.012918311,0.088415235,-0.23437868,-0.27787194,-0.10604245,0.20582955,-0.036186263
226,0.30576897,0.04675838,-0.10276736,0.35939714,-0.117974654,0.0056250626,-0.2529598,0.006684149,0.21740994,-0.29601383,0.21178757,-0.46185443,0.6465184,0.015738323,0.363411,-0.2820404,0.30029008,0.5144055,0.28855205,0.073141985,-0.38910928,0.291049,0.2428746,-0.29128417,-0.15302798,-0.032035314,0.23201703,-0.5536042,0.5297946,-0.49165413,0.71239734,0.039638676,0.44105148,-0.17986524,-0.07561839,0.241165,0.16407806,0.048391707,0.51886535,0.3979469,0.3997898,0.038243096,-0.4315744,0.32619455,0.27833176,-0.65517575,0.20600349,-0.467845,-0.059171535,0.19814175,0.06409603,-0.22028242,0.09540857,0.44882524,-0.39991182,0.3367929,0.041801274,-0.17674518,0.08193468,-0.34395167,0.118070446,-0.54756767,0.50077224,-0.36932305,-0.5596466,-0.31171355,0.78481054,-0.39905828,-0.16094334,0.015432376,0.20735212,0.33672145,0.44875035,0.13076289,0.28874508,0.1968862,0.6983257,-0.18725994,-0.7589142,-0.8243121,-0.27947965,-0.1641276,-0.26616,0.37479004,-0.010565215,0.39020813,-0.24446371,-0.11145296,0.27198002,0.35636255,0.13022901,0.23022833,0.33807242,0.07697415,0.59675616,-0.12997843,0.09728626,-0.3467625,-0.29960465,0.5522042,-0.28114483,-0.56820357,-0.36187997,0.07604154,-0.08322882,-0.08644501,0.3807286,-0.22803165,0.087928556,-0.2105185,0.24214421,-0.3761726,-0.31212837,-0.32430243,-0.12504718,-0.5215532,-0.057412405,-0.5765515,-0.34836668,-0.32675764,-0.19475353,-0.29303443,0.044256423,-0.33938166,-0.46703717,0.16329356,0.4215622,0.15550897
750,0.71465546,0.12129988,-0.022403924,0.01836895,0.4881037,0.15844376,-0.11046997,0.3387089,-0.0709769,-0.48365515,-0.10153427,0.52173895,0.30141312,-6.5430344e-05,-0.04507295,-0.30366617,0.4520114,-0.053857014,0.48794612,0.27688214,-0.10444044,0.14369261,0.29901594,0.6805588,-0.021228945,0.048682697,0.24061218,-0.32220194,0.2152318,-0.29659083,-0.26026374,-0.046020452,-0.14763813,0.20622993,0.60612184,-0.1812396,-1.0087675,0.7610743,0.14474563,0.42397317,-0.07157098,0.21500123,0.21638183,0.32204282,0.805866,-0.70026183,-0.096433185,0.485021,0.03787135,-0.042730555,0.11095259,-0.052080814,0.209999,0.40694517,-0.36348307,-0.48037183,-0.031482395,0.49855575,0.05139405,-0.09020332,-0.12394641,-0.46903682,-0.17614333,-0.06531396,-0.3672999,-0.17518131,0.40481693,0.5531281,-0.1991674,0.5977944,0.102925144,0.10955007,0.4573653,-0.34349272,-0.07829418,0.25359988,0.0415341,-0.05584906,-0.6062864,-0.96704984,0.09489331,-0.59788764,-0.31656662,-0.08357015,-0.22940819,0.5914834,-0.60956335,-0.15735202,0.5344872,0.2777544,0.12704895,-0.018011814,0.16198787,0.5256048,0.8445715,-0.048019044,0.7723637,0.07692979,0.0823637,0.19668931,-0.26607025,-0.5041049,-0.584424,-0.35244164,-0.2533505,-0.29769477,0.4990231,0.17903802,-0.0013372796,0.288953,-0.75451165,0.09997346,-0.20188287,0.14499065,-0.469322,-0.081903465,0.029101703,-0.2972422,-0.23599827,-0.62068343,0.22764029,-0.27044287,0.32366788,-0.43440434,-0.07065245,-0.39645684,0.37544304,0.28741086
489,0.47102287,0.19073339,-0.05207768,-0.012714705,-0.20955873,0.09391063,-0.100178204,-0.05620967,0.5583427,-0.1575327,0.30430388,0.48918983,0.47617823,-0.15859862,0.30137455,-0.60318875,0.14204094,-0.3533457,0.20894091,-0.26120543,0.007849288,-0.34366727,0.14183179,-0.47944757,0.12370817,0.058385532,-0.20071234,-0.44607764,-0.2649927,0.27422133,-0.38034308,0.35314783,-0.16873346,-0.014792642,0.11427913,0.53479755,-0.050317444,-0.20847087,-0.4441781,0.21383138,0.023720529,0.29535776,0.1606818,-0.16542763,0.24663958,-0.43265095,0.31064323,0.33651942,0.02795516,-0.08338504,-0.12839536,-0.4571173,0.20938827,0.48962513,-0.2821532,-0.5511526,0.10891099,0.7980021,-0.096939355,0.18311015,-0.69499743,0.2209542,0.6787665,0.05624521,-0.023242017,0.3444518,-0.089654945,0.18462619,-0.4728542,-0.032963898,-0.023476603,-0.5142628,0.2659941,-0.04338254,0.23136935,0.46636757,0.17677216,-0.019071385,-0.09770566,-0.06534704,0.40288857,-0.6153764,0.273266,-0.14743727,-0.3372007,0.23604138,-0.5127951,-0.17042023,-0.4523715,-0.10904752,-0.30526462,0.29978377,0.046546258,0.10821087,0.17144161,-0.6424687,0.20077844,0.37595785,-0.09906325,-0.12239824,0.022604115,-0.34305418,-0.19081166,-0.16624397,-0.34317997,0.13274324,-0.03372103,0.18675154,-0.060476452,-0.15404698,-0.47596473,0.36141247,-0.35535678,0.26571375,0.42537153,-0.3319033,-0.16980988,-0.20961432,-3.3792996e-05,-0.4146943,0.29068676,-0.07531212,0.10550981,-0.35588092,-0.5090462,-0.22792685,-0.030432437,0.1699278
1462,-0.18387605,0.47136354,-0.5835436,0.5035133,0.2161602,0.44757733,-0.084532715,0.6444102,0.22585985,-0.52185094,-0.08744555,0.1007928,0.2834426,-0.003989658,0.14980488,-0.9483352,0.12200997,0.5568761,0.4001114,0.19859348,0.027381655,-0.041507155,0.51254314,0.37456736,-0.028026743,-0.05637915,-0.03514532,0.2681683,0.54696685,-0.33464742,0.67088723,0.32233623,0.22433595,0.17507845,0.16584606,0.0033745216,-0.12552574,0.19659516,0.22813185,0.29603577,0.2400361,0.0592346,0.21277758,0.11223838,-0.15602548,-0.6824465,0.071301095,-0.11384639,0.14545116,0.40219256,-0.19888075,-0.49577954,0.10511024,0.59344447,-0.28568068,-0.025811395,0.13610734,0.01794972,-0.013972272,0.13528869,-0.4659177,-0.2855136,0.0077534122,-0.24276334,0.0074458783,-0.16689287,0.6003551,-0.6026561,-0.45131588,0.32116964,-0.1481931,0.16671528,0.4966714,-0.217229,0.34746963,0.24336012,0.45728233,0.17423752,-0.8101729,-0.72882813,-0.17006166,-0.27979055,-0.14679815,0.9771865,-0.015008266,0.59270763,-0.5652342,-0.6247849,0.43252048,0.41355252,0.31771412,-0.0138249155,0.4242464,0.0046581575,1.0260193,-0.13318706,0.18582435,0.17465432,-0.2296005,0.26775894,-0.010405006,-0.5760604,-0.15498096,-0.6835952,-0.08555912,-0.5985546,0.37902525,-0.14775419,-0.22192161,-0.32870743,-0.21219857,0.026873883,-0.052620534,-0.43442136,-0.28597438,-1.0350759,0.026752539,-0.75172794,-0.2445742,-0.53686565,0.20740598,-0.17991544,0.18288119,-0.13137393,-0.24226677,0.012582773,0.34448975,0.27709544
1713,-0.33607855,-0.38970628,0.18871829,0.39847386,-0.0030999882,-0.36166218,-0.17087196,-0.0033252249,0.60832006,-0.33224967,0.09756253,0.055376578,0.7706807,-0.24131931,-0.69970995,-0.63629925,-0.033894636,0.52889365,0.32994992,-0.013316568,-0.6832422,0.09329092,-0.046217162,0.11603643,0.28533578,0.1211257,0.5919527,0.2998086,0.60428,0.019633159,0.43860838,0.6103244,-0.46444288,-0.13761161,0.44580844,-0.19969991,-0.30874798,0.57950526,0.3833348,0.08787996,-0.5879398,0.4335328,0.07085578,0.45136714,0.13307972,-0.5815162,0.44756046,0.39932933,0.00072794105,0.23514067,0.34134334,-0.07768735,-0.41241482,0.43768683,-0.08605399,-0.077965565,-0.15256305,0.35121736,-0.043250907,-0.6398279,-0.7410579,-0.43668658,0.090588875,0.5319694,0.39970574,0.16353074,-0.6705672,0.12667689,-0.05723031,-0.0055214544,0.014956828,0.56768674,0.08088908,-0.18791242,-0.35651276,0.4908186,0.2807415,0.17369476,0.3000272,-0.23949532,0.20796011,-0.40827173,-0.056755383,-0.3345297,-0.041410156,0.5271076,-0.2380558,0.3900125,-0.12905477,-0.07283865,-0.014644361,0.23701215,0.16658895,0.024937714,0.35364494,-0.7053527,-0.15163665,-0.48506355,-0.20201203,-0.49357545,-0.38071707,-0.6055172,-0.45489696,-0.15117626,-0.33285052,0.10986075,0.45789027,0.112921044,-0.2689349,0.067711644,-0.39789397,-0.41561612,-0.12887937,0.1512828,-0.15934645,-0.29279283,-0.57844275,-0.357422,-0.56927454,0.062334467,-0.4247848,-0.28144506,0.2765267,-0.028073234,0.27592015,-0.69786125,-0.5463949,0.20849587
393,-0.49687797,0.23398207,0.49905565,0.40075225,-0.2089542,-0.37159568,-0.28142476,0.09748541,0.17308575,-0.21531196,-0.41226912,0.1323365,0.47679275,-0.10813024,-0.6704,-0.45662445,-0.35401982,0.2456003,-0.20667596,-0.2450797,-0.39782548,-0.1551676,0.0962959,-0.26828465,0.11614964,-0.11203775,0.37637094,0.014436593,0.44101983,0.22527888,-0.1296348,-0.0019660965,-0.14104706,-0.30712074,0.2038637,-0.2508249,0.13987616,0.3654847,-0.1312783,0.03349517,-0.09906664,-0.111450374,0.093675315,-0.12902126,0.03748879,-0.36382493,0.50464803,0.67639524,0.16915894,-0.13261907,-0.21720433,0.038399808,-0.2843657,0.17295724,0.24997556,0.08247252,-0.0034762032,-0.00799127,-0.118882336,-0.43205875,0.102238424,-0.117160246,-0.25934622,-0.31988963,0.17353453,0.37482396,-0.14275092,0.035183262,-0.15842567,0.09727812,0.32734612,0.07821045,0.35441676,0.2323321,-0.50726146,-0.08722327,0.089223936,0.040137954,-0.09070314,-0.44967467,0.07106239,-0.289148,0.041492093,-0.3197898,0.07001598,0.5793027,-0.1577201,0.14464465,-0.3255461,-0.013561155,-0.038009666,0.4102794,0.19759868,0.035771467,0.10686287,-0.42549333,-0.24011223,-0.36295414,-0.052748226,0.005000966,0.38969192,0.0619525,-0.0039578183,0.05331271,-0.062453363,0.02514259,0.21801639,-0.12087387,0.20870747,-0.3798862,0.04096968,0.18731079,-0.1692083,0.22871906,-0.14205053,-0.2923273,-0.73979044,-0.5155249,-0.41693896,-0.16092968,-0.20695424,-0.25248268,0.2641711,0.09060978,0.050509147,-0.5848481,-0.07478148,0.15960276
445,0.14388785,-0.2922643,0.40889046,0.3401004,0.025519181,-0.44409817,0.20893273,0.11514979,0.26423955,-0.3688775,-0.14764939,0.22681233,0.4058018,-0.17861316,-0.15561308,0.055655282,0.15052335,-0.014810186,0.07907541,0.03942103,-0.49331343,0.2678243,-0.34158015,-0.2823694,-0.09284964,0.30828708,0.43147898,0.29913712,0.28928357,-0.06276344,0.4607443,-0.3338704,-0.12407945,-0.024167111,0.008114547,-0.016541818,-0.4839087,0.24505475,0.13989,0.42743737,-0.2258576,0.076800086,0.19222912,-0.0832293,0.33186653,-0.43379834,-0.12190449,0.40800643,-0.14243585,0.1120656,-0.07703067,-0.21997905,-0.1205899,0.15434112,-0.47337508,-0.14061174,-0.03934503,0.17266841,-0.21446913,-0.30481333,-0.30305466,-0.23751618,0.04490366,0.28724498,0.3481413,0.0035195514,-0.35351247,0.26501682,-0.4040703,0.017959775,-0.060731843,-0.12254091,0.1442258,-0.248087,-0.07762148,0.40242648,0.06313624,0.17140828,0.26882163,-0.30422515,0.13490565,0.06743855,0.043576915,-0.16669093,-0.5554401,0.330992,0.09848116,-0.14984941,-0.027050275,0.25816482,-0.12583545,0.4836122,-0.17949286,0.22208866,0.11389148,-0.1369652,-0.17242318,-0.39469612,-0.17421314,-0.25251892,-0.31437084,-0.14986973,0.04590935,0.17391662,-0.3247008,0.20984124,0.5898997,-0.053675566,-0.34571972,0.115694754,-0.0930732,0.1168789,-0.39023268,0.43111822,-0.23750472,-0.6266992,-0.09199522,-0.14987832,-0.21760581,-0.4717788,-0.13815922,0.119286686,0.29081127,-0.037984632,0.44438025,-0.10873702,-0.35556042,0.097779475
