0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,node_id,label,degree,in_degree,out_degree,clustering,pagerank
0.18596235,0.045177408,0.05730033,0.37192926,0.23516107,0.489629,0.12771069,0.22601387,0.32447854,0.26679292,0.31371462,0.5664513,0.06606032,0.034909796,0.06239955,0.289358,0.18751578,0.17888378,0.35099828,0.27894986,0.07029385,0.09921863,0.4514275,0.13723168,0.16559717,0.1796852,0.09423145,0.000220917,0.28264615,0.14618976,0.43792382,0.07326197,0.333056,0.44592786,0.15771481,0.28926355,0.238453,0.3584749,0.23176226,0.04721455,0.21802787,0.20400394,0.23363067,0.12465599,0.062453635,0.16834174,0.382053,0.0557588,0.4199483,0.08566326,0.03800367,0.007279891,0,0.4036881,0.62161225,0.04146134,0.118627094,0.3351037,0.31883818,0.22740209,0,0.30316466,0.2941901,0.33073884,0.121252865,0.3059987,0.46682063,0.1693727,0.26313943,0.42268607,0.119674556,0.19258158,0.08746574,0.30534342,0.3339437,0.20773107,0.22645529,0.031227294,0.113698155,0.1617292,0.18927255,0.13545303,0.24051413,0.16636434,0.26270762,0.114040874,0.25690883,0.33233005,0.25101444,0.20377696,0.1118598,0.41273135,0.30543607,0.09322696,0.38518792,0.13832086,0.040829904,0.25448737,0.31292868,0.12687904,0.15134186,0.12544711,0.42773244,0.12314635,0.26260695,0.16399933,0.086211845,0.07374998,0.21829942,0.166412,0.20124578,0.10883801,0.3932546,0.6341723,0.33071387,0.22276697,0.46132666,0.031665057,0.021831976,0.22216356,0.419093,0.37229347,0.32138944,0.23221265,0.001111675,0.03887083,0.4999715,0.2218191,0,8,9,5,4,0.777777778,0.000693276
0.7628851,0.23467761,0,0.4439197,0.609733,0.6906648,1.2199159,0.21955724,0.15466607,0.32681695,0.669515,0.41083935,0,0.6302391,0.71025664,0.4045681,0.69286305,0.012549107,0.59854454,0.3925249,0.60837054,0.5325256,0.3488445,0.43399704,0.15005875,0.16872145,0.33169994,0.25954425,0.41579592,0.86676604,0.31124866,0.38389647,0.73359966,0.092029475,0.7344628,0.20717527,0.61035055,0.4225663,0.19359079,0.9925189,0.46533382,0.06783558,0.6706959,0.40382734,0.6058292,0.58174825,0.17240298,0.47483745,0.20916621,0.25376827,0.110435046,0.18093577,0,0.10563675,0.50131154,0.36562258,0.20056182,1.040632,0.18784751,0,0.041364208,0.24594416,0.6884771,0.61469185,0.098960645,0.39147156,1.3091028,0,0.53924227,0.12076373,0.5175873,0.18977292,0.43582985,0.67141765,0.5681506,0.046394978,0.5056037,0.64594454,0.15476197,0.1452666,0.11108239,0.88240397,0.93488395,0.33311272,0.3442744,0.024184935,0.31571385,0.5860219,0.23162442,0.4955667,0.35028103,0.847925,0.32380587,0.5027622,0.46772987,0.3266963,0.21502599,1.0929055,0.4816622,0.84168255,0.3161156,0.16748558,1.0631171,0.668826,0.29390696,0.36448476,0,0.51228213,0.015983598,0.011967528,0.3775043,0.5455088,0.85794055,0.47691408,0.57177323,0.83950853,0.57597286,0.2849003,0.72344875,0.1280594,0.7743906,0.4882808,1.0254774,0.38576248,0.15134157,0.386608,0.5020421,0,1,8,40,27,13,0.175501433,0.000816955
0.12066442,0.17379288,0.16874793,0.21368046,0.067015745,0.32448483,0.11483483,0.14665282,0.24574646,0.14900942,0.08790773,0.11534986,0.055413276,0.14846592,0.15393165,0.14698648,0.1745094,0.12524888,0.10404415,0.17836128,0.057726167,0.29367235,0.23451863,0.05384124,0.024045007,0.16777337,0,0.14281924,0.19616759,0.15312462,0.31749842,0.0862171,0.24673961,0.106295384,0.21399795,0.031637482,0.2007056,0.07427556,0.084548764,0.08824304,0.042035345,0.011429323,0.17510636,0.076367885,0.09944761,0.12024533,0.08972803,0.06950296,0.08357927,0.09636394,0.03572552,0.1551865,0,0.07841347,0.16841927,0.051838465,0.015156329,0.11110066,0.15927482,0.19477968,0,0.15314424,0.23616283,0.080712095,0,0.16684377,0.24758588,0.11430535,0,0.3171972,0.12001134,0.04401398,0.15695943,0.114179485,0.067085594,0.18314148,0.20373169,0.119007915,0.089243025,0.18744148,0.128035,0.1512445,0.12920676,0.1293943,0.16729583,0.0319243,0.08775623,0.13660328,0.13624601,0.04736109,0.10717148,0.15686572,0.14488709,0.25107828,0.16862237,0.12619531,0.12708485,0.33921376,0.13927743,0.2786945,0.09617865,0.1572001,0.191481,0.10042543,0.15230535,0.11301951,0.010922657,0.24707812,0.120394856,0.1278153,0.22643578,0.03473779,0.23288104,0.12970887,0.060922295,0.041277293,0.08124777,0.07158691,0.2335414,0.01701859,0.07361799,0.25471804,0.14111921,0.14172558,0.122613214,0.05470234,0.06762867,0.16248718,2,8,10,7,3,0,0.000260517
1.2882686,0.5505488,0.065897614,0.27112007,1.1233009,1.2200018,2.0204928,0.22641453,0.35101083,0.45987597,0.7990563,0.41292062,0,0.5135753,0.7796036,0.48811075,0.93232423,0.010535359,0.9750141,0.78842556,0.8746503,0.6616949,0.660353,0.63918424,0.25868353,0.36557448,0.5049932,0.4378457,0.54460406,1.279527,0.56283695,0.40195435,1.148301,0.27893513,1.2113101,0.6219947,1.2823905,0.3947709,0.33450928,1.8153778,0.82874775,0.28631994,0.9310499,0.60879207,1.0237612,0.57911795,0.022947788,0.48920384,0.5991991,0.2893302,0.047382295,0.07526545,0,0.1480761,0.34981573,0.6523803,0.21697283,1.7873417,0.22725692,0.07468297,0,0.15708542,0.6012739,0.9743748,0.37998587,0.9814453,1.9295806,0,0.7626248,0.71055686,0.6688937,0.38774636,0.236484,0.8177139,0.5795584,0.09827373,0.47367042,1.2794672,0.24434897,0.57630396,0.10480933,1.3613014,1.4047812,0.2868136,0.43808648,0,0.5100635,1.2406914,0.08994066,0.90777975,0.55134684,1.4897671,0.35705748,0.47858262,0.5827252,0.2806038,0.4669178,1.6009517,0.25246665,0.61102057,0.5436402,0.56434876,1.5830039,1.0129809,0.080136016,0.77766496,0,0.89154667,0,0.107112154,0.5547893,0.7092583,1.3909409,0.7398432,0.7742087,1.0500904,0.54487884,0.37463892,0.99903524,0.3165335,1.3003554,1.2834386,1.7575506,0.61127883,0,0.59853655,1.0861975,0,3,8,56,35,21,0.266055046,0.002108301
0.74016875,0.28176057,0,0.285913,0.7773197,1.0034177,1.5754993,0.19528171,0.33663443,0.43834704,0.5314115,0.32488814,0.05807031,0.32318553,0.6673845,0.45211375,0.67416024,0.04540134,0.8547838,0.6947253,0.7210798,0.2745637,0.5370212,0.41871098,0.24720833,0.25842968,0.24991815,0.29517803,0.29577318,0.9758218,0.6126224,0.1567216,0.82605374,0.29534486,0.9241957,0.52153134,0.8849659,0.41323802,0.29252228,1.1868829,0.59702075,0.23077899,0.5149449,0.46207,0.66835266,0.47639224,0,0.2957567,0.5988181,0.12144887,0.16230704,0.060320184,0,0.2053681,0.34060955,0.38917366,0.21409088,1.1989374,0.14517659,0.06168077,0,0.22878785,0.5717552,0.7964765,0.27169296,0.5890325,1.0439895,0.014438571,0.40050355,0.5710429,0.34540367,0.16863132,0.043133747,0.73322624,0.43645918,0.14908235,0.26123166,0.7656727,0.2181333,0.30466107,0.16359787,1.3381335,0.97195846,0.30073243,0.20410813,0,0.23617972,0.8631233,0.047744934,0.6540171,0.32439527,0.90449303,0.4382348,0.35267007,0.32943577,0.21890086,0.17694277,0.91900283,0.028874801,0.46796504,0.33850178,0.31168795,1.2318671,0.6785763,0.21493901,0.4483183,0,0.48459965,0.10368047,0.1278311,0.28185603,0.41277987,1.0850459,0.5397434,0.3770098,0.71647197,0.5268452,0.22357287,0.68098015,0.16010366,0.83693373,0.8497732,1.2580763,0.34282959,0.13489571,0.535012,0.897614,0.13757579,4,8,19,6,13,0.571856287,0.000423211
0.6346533,0.2892314,0,0.30213097,0.60257703,0.73339736,1.2240599,0.12645128,0,0.27807212,0.4859675,0.22449645,0,0.42975983,0.5716459,0.5310705,0.4982601,0,0.7029028,0.3644573,0.64050186,0.25947237,0.4587892,0.4134086,0.15304297,0.19713359,0.25601786,0.2631265,0.2864737,0.64124244,0.57796717,0.2026882,0.82331437,0.18600304,0.77747315,0.30289364,0.78439057,0.4590438,0.2562114,1.2373071,0.39938024,0.110718526,0.4111179,0.29909518,0.5789487,0.47669363,0,0.42102256,0.34541938,0.10998983,0.032211576,0,0,0.11126942,0.27803075,0.41511813,0.1305646,0.87381744,0.07092114,0.053925842,0,0.21700601,0.5161549,0.5477694,0.18904379,0.4954378,1.1352236,0.033061612,0.37605324,0.30835453,0.4654423,0,0.08101686,0.5101785,0.45034465,0.13705915,0.299223,0.6787722,0.06319253,0.3493979,0,1.1305828,0.9613588,0.28097072,0.22083934,0,0.16092941,0.7893574,0,0.59034,0.3229362,0.81982905,0.25749093,0.23107585,0.24321195,0.17667922,0.17379105,0.8720028,0.11154674,0.34088537,0.4335988,0.39524078,0.9685362,0.6761676,0.17362097,0.48904213,0,0.41989183,0,0.09884326,0.21804328,0.3898311,0.9096284,0.41743818,0.4787464,0.877691,0.5169196,0.2679531,0.46937028,0.16664147,0.81594706,0.65921897,0.9785223,0.20305952,0.031105854,0.5498805,0.8785583,0.001373855,5,8,25,13,12,0.430272109,0.000730674
0.75281924,0.51408505,0.1540327,0.9390153,0.70193785,2.514925,2.112311,0.6246884,0.09122355,1.2700367,0.6359624,1.1814735,0,0.416567,1.2396472,0.9332048,1.8673671,1.0477449,0.87525433,0.8036503,1.0847541,0.88898826,1.1020677,0.32019737,0.57098824,1.65841,0.8538994,1.1987201,0.64001375,1.2893456,2.8057997,0.6156038,1.2328563,1.5617894,0.49949437,1.1990366,0.79409283,1.0845159,0.2160184,1.3116733,0.41838813,0.4958036,1.2255771,0.5325718,0.77260697,0.88645685,1.0683935,0.6739818,0.5650969,0.19783881,0.7861465,0.59796375,0,0.28736046,1.3767408,0.34026012,0.15764494,2.0074298,0.5181828,0.45518866,0,0.4146935,0.85449636,0.9262585,0,1.3422272,1.6016307,0.05681072,1.2759202,0.4627563,0.6932561,0.2407374,0.6306273,1.9425017,1.9726981,0.56942886,0.69780165,0.31440562,0.66507936,0.9427867,0.76907843,1.1117632,0.37622258,0.005683305,1.2799656,0.5711973,0.17506823,0.8936249,0.20402405,0.7150085,0.39223877,1.7211913,0.37756622,1.2912322,1.1013774,1.115887,0.30722207,1.510893,0.60432553,1.8247734,0.649898,0.6065922,0.9192964,0.6030727,0.7855966,1.5376253,0.41619316,0.32413808,1.176353,0.06773804,1.5554633,0.7562303,2.1212735,1.7279869,0.5600769,0.7877508,0.22980835,0.3071387,0.8756797,1.1240174,0.6686281,1.6494923,1.6682925,0.324402,0.15052302,0.80884457,0.96839356,0.7166794,6,8,58,38,20,0.0752443,0.001088262
0.45584542,0.33615467,0.13446157,0.32295734,0.3416909,1.3290392,0.9336379,0.34416902,0.18198435,0.59131634,0.30278754,0.46346033,0.14523076,0.17159365,0.47769713,0.9041649,0.73720175,0.57537127,0.40895227,0.4850923,0.3365014,0.27995506,0.7463486,0.22270733,0.25086468,1.029732,0.17934199,0.3963653,0.75315225,0.7879359,1.4049652,0.050892867,0.73242587,0.8288271,0.44417956,0.7525083,0.5672962,0.46750048,0.1425959,0.49153817,0.33717877,0.19718306,0.39968225,0.1120141,0.20242426,0.48917088,0.28968337,0.16638483,0.50443655,0.12663235,0.3204617,0.15307361,0,0.41372785,0.8295142,0.18539341,0.044721577,0.9333241,0.26112002,0.3707611,0,0.32388255,0.4976797,0.34343556,0.21164303,0.6790893,0.7770247,0.13583688,0.27808866,0.57880116,0.21478719,0,0.25066203,1.0177754,0.74415517,0.3986733,0.26978892,0.21600722,0.23813903,0.62530476,0.28866726,0.54855293,0.08049938,0,0.64793557,0.08251644,0.06862112,0.71806574,0.304542,0.58105254,0.20673126,0.7094722,0.3085697,0.5691561,0.76608175,0.32500538,0,0.50201976,0.26088062,0.64276177,0.19924282,0.6434044,0.4423567,0.3076106,0.4048371,0.70084006,0.1716508,0.010049011,0.76769865,0.16651806,0.751789,0.13161218,1.1050835,0.9842329,0.17640352,0.42735493,0.23929156,0.043463662,0.16680492,0.38207546,0.34964937,1.0010017,0.90138376,0.15621802,0.23169051,0.14750513,0.6862736,0.5598862,7,8,16,6,10,0.469298246,0.000381105
0.53095126,0.36472067,0.18710782,0.6124956,0.16037369,1.5530275,1.176783,0.43928993,0.057466205,0.80174357,0.40648618,0.96548903,0.18989114,0.1687065,0.5763209,0.8696981,0.8590986,0.8250102,0.5612694,0.74385345,0.65557903,0.49875817,0.78440773,0.22045042,0.43152782,1.285745,0.47836575,0.7529059,0.64351785,0.88051784,2.0440416,0.42158908,0.89863867,0.9738705,0.31973523,0.87645614,0.49284098,0.651757,0.27828005,0.7648847,0.27548155,0.24670427,1.1242197,0.19407298,0.5127093,0.6254324,0.8122315,0.3968475,0.3087608,0.32455167,0.6083848,0.4750984,0,0.3705682,1.2238014,0.09860897,0.1536094,1.0717559,0.29703054,0.2684831,0,0.3237689,0.44518983,0.22910851,0.14733957,0.8109112,0.96253234,0.055382088,0.4520937,0.4975129,0.2952667,0.14100403,0.3779658,1.2732658,1.1144184,0.42226732,0.46009368,0.2411478,0.4090789,0.8639553,0.45137915,0.70454425,0.20725998,0.046109837,0.9809103,0.398199,0.124899566,0.4950083,0.273101,0.8628104,0.033388726,0.87930655,0.2267318,1.0740126,0.824767,0.52252585,0.23233159,0.72171146,0.37571025,1.2469779,0.3181497,0.34891927,0.52594537,0.39013964,0.67881835,0.85374147,0.2783051,0.29495767,0.9482017,0.04110787,1.0580685,0.5078184,1.3528697,1.2968407,0.30511862,0.55889934,0.17710252,0.07658234,0.45117107,0.5450277,0.36105758,1.0200883,0.9430678,0,0.16270159,0.3185945,0.7843734,0.43356115,8,8,17,5,12,0.446564885,0.000317145
0.5868499,0.23918754,0.16333064,0.46456018,0.14667028,1.1673318,0.8041721,0.41464388,0.11832286,0.54811454,0.27270937,0.61430746,0.2088949,0.18047541,0.5369116,0.6917113,0.7061139,0.64186084,0.39001575,0.5641509,0.38026226,0.3942585,0.7660845,0.2546903,0.38744918,1.1840276,0.22882053,0.6053354,0.75076663,0.7029135,1.5868827,0.15737596,0.68287605,0.8552365,0.31453267,0.81530863,0.38496348,0.49057472,0.13352531,0.5185405,0.21104173,0.39315367,0.73341507,0.2356109,0.3643958,0.6231932,0.48050228,0.25832257,0.15581973,0.19628116,0.3787775,0.24559245,0,0.28714058,0.8308639,0.18136223,0.11441433,0.89789695,0.3291359,0.38679588,0,0.24355544,0.3443275,0.25270298,0.115847714,0.7691213,0.83338547,0.051116027,0.34908313,0.49461824,0.20416307,0,0.36587608,1.0359678,1.1786177,0.2824561,0.40470278,0.21550107,0.23192376,0.7179661,0.3575066,0.61685574,0.072244436,0,0.628034,0.19392902,0,0.49323046,0.1040599,0.82318956,0.097963415,0.77099955,0.31247634,0.7693787,0.77322495,0.42367685,0.038069688,0.46020034,0.3687204,0.9106862,0.36503816,0.41196448,0.4432341,0.34295976,0.41284195,0.6104662,0.22724451,0.07814339,0.72039825,0,0.9140304,0.20454383,1.1221045,1.0222378,0.2047765,0.26030004,0.11641694,0.12513067,0.19407013,0.5503711,0.24555723,0.8584151,0.69828886,0.069957286,0.20984933,0.16416332,0.73858875,0.5761448,9,8,14,5,9,0.63372093,0.000310287
